student_id,is_synthetic,data_class,generating_model_fingerprint,Sector,Grade_Band,Economic_Strain,Parent_Education,Parent_Availability,Neuro_Type,Child_Labour_Household_Duties,Transport_Burden,Food_Health_Burden,Home_Educational_Support,WASH_Quality,Sensory_Environment,School_Accommodation,Bullying_Social_Exclusion,Teacher_Resource_Adequacy,Support_Mismatch,School_Distress,Access_Barrier,Previous_Attendance,Current_Academic_Performance,Current_Academic_Stress,Psychological_Attendance_Barrier,Current_Attendance,School_Engagement,Next_Term_Dropout_Risk
SYNTH-003092,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003093,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003094,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,High,Limited,Low,High,Low,Irregular,Low,High,High,Regular,Low,Low
SYNTH-003095,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,High,High,High,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003096,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-003097,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Limited_or_Away,Typical,Low,High,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,High,Regular,High,Low
SYNTH-003098,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003099,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Irregular,Low,High,Low,Regular,High,Low
SYNTH-003100,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Irregular,High,Medium
SYNTH-003101,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,OLevel_ALevel,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,High,Regular,Low,High,Low,Regular,High,Medium
SYNTH-003102,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003103,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003104,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003105,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,High,Limited,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Irregular,Low,Medium
SYNTH-003106,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,High,High
SYNTH-003107,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003108,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Low,Available,Typical,High,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003109,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,High,Low
SYNTH-003110,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Post_Secondary,Available,Typical,Low,High,High,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003111,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Irregular,Adequate,Low,Low,Regular,High,Low
SYNTH-003112,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003113,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,High,High,Low,Irregular,Adequate,Low,High,Irregular,High,Medium
SYNTH-003114,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Post_Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,High,Adequate,High,High,Low,Regular,Adequate,Low,High,Irregular,Low,High
SYNTH-003115,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Irregular,Low,Low,Low,Irregular,High,High
SYNTH-003116,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,Low,Medium
SYNTH-003117,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,ADHD,High,Low,High,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,High,High,High,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003118,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,High,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-003119,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Limited_or_Away,Typical,High,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003120,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003121,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,High,Low,Limited,Inadequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-003122,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-003123,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,OLevel_ALevel,Moderate,Post_Secondary,Limited_or_Away,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003124,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Low,Limited_or_Away,ADHD,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,High,Low,Irregular,Adequate,High,High,Irregular,High,Low
SYNTH-003125,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,ADHD,High,Low,Low,Adequate,Adequate,Supportive,Adequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-003126,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,High,Limited,High,High,Low,Regular,Low,High,High,Irregular,High,High
SYNTH-003127,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,High,Low,High,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003128,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-003129,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,High,High,Low,Regular,Adequate,Low,High,Regular,High,Low
SYNTH-003130,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-003131,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,High,Regular,Low,Low
SYNTH-003132,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Junior_Secondary,High,Secondary,Limited_or_Away,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Low,High,High,Regular,Low,Low
SYNTH-003133,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Secondary,Available,Typical,High,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,Low,High
SYNTH-003134,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,High,High,Adequate,Inadequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003135,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003136,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003137,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,High,Secondary,Available,Typical,High,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003138,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,High,Regular,High,Medium
SYNTH-003139,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003140,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003141,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,High,High,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,High,Irregular,Low,High,High,Irregular,Low,High
SYNTH-003142,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,Low,High,Low,Limited,Inadequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Low,Low,High,Regular,High,Low
SYNTH-003143,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,High
SYNTH-003144,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Limited_or_Away,Typical,Low,High,Low,Adequate,Adequate,Overloading,Adequate,High,Adequate,Low,High,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003145,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003146,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003147,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003148,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,High,High,Regular,High,Low
SYNTH-003149,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003150,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Low,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003151,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,High,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-003152,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003153,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Post_Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Inadequate,High,Limited,Low,High,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003154,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Limited_or_Away,Typical,High,High,Low,Limited,Adequate,Supportive,Inadequate,High,Adequate,High,Low,High,Irregular,Adequate,Low,Low,Irregular,High,Low
SYNTH-003155,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Irregular,High,Low
SYNTH-003156,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Inadequate,High,Adequate,High,High,Low,Regular,Low,High,Low,Regular,Low,High
SYNTH-003157,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003158,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Low,Available,ADHD,Low,High,Low,Adequate,Adequate,Supportive,Adequate,High,Adequate,Low,Low,High,Regular,Adequate,High,High,Irregular,Low,Low
SYNTH-003159,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,High,Adequate,Low,Low,Low,Irregular,Low,High,Low,Regular,Low,Low
SYNTH-003160,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Post_Secondary,Available,Typical,High,Low,High,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003161,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Limited_or_Away,Typical,High,Low,High,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,High,High,Regular,Adequate,High,High,Irregular,Low,High
SYNTH-003162,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,High
SYNTH-003163,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-003164,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003165,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-003166,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Irregular,High,Medium
SYNTH-003167,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,Low,Low,Irregular,High,Low
SYNTH-003168,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003169,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Inadequate,High,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003170,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,High,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003171,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,High,Low,Low,Limited,Inadequate,Supportive,Adequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003172,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003173,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,High,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-003174,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003175,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Available,Typical,High,Low,High,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-003176,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,High,Low,Low,Limited,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003177,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,Low,High,Limited,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,High,Regular,Low,Medium
SYNTH-003178,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-003179,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,High,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,High,Low,Low,Regular,Low,Low,Low,Regular,High,Medium
SYNTH-003180,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003181,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,High,High,Low,Adequate,Adequate,Overloading,Adequate,High,Adequate,Low,High,Low,Regular,Low,Low,High,Regular,High,Low
SYNTH-003182,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003183,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Limited_or_Away,Typical,High,High,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-003184,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,Low,High,Regular,Low,Medium
SYNTH-003185,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,High,Adequate,Low,Low,Low,Regular,Adequate,High,High,Irregular,High,High
